machine_type,machine_id,filename,true_label,health_score,health_percentage,health_state,normalized_euclidean,normalized_manhattan,normalized_cosine
pump,id_00,00000153.wav,normal,98.0984169737587,98.1%,EXCELLENT,11.627145767211914,161.58123779296875,0.08553092181682587
pump,id_00,00000033.wav,normal,71.10564260054183,71.1%,WARNING,21.838449478149414,296.62469482421875,0.10402802377939224
pump,id_00,00000009.wav,normal,99.87715179858263,99.9%,EXCELLENT,5.209405422210693,64.29996490478516,0.013673754408955574
pump,id_00,00000275.wav,normal,90.41508291895187,90.4%,EXCELLENT,16.79953956604004,224.36399841308594,-0.10768423229455948
pump,id_00,00000851.wav,normal,93.14341116287412,93.1%,EXCELLENT,15.582113265991211,212.08578491210938,-0.10346785187721252
pump,id_00,00000301.wav,normal,97.8117451868643,97.8%,EXCELLENT,12.018499374389648,157.459228515625,0.1377367228269577
pump,id_00,00000207.wav,normal,97.52146899138054,97.5%,EXCELLENT,12.372879028320312,163.97573852539062,-0.013408748432993889
pump,id_00,00000443.wav,normal,99.56716925171587,99.6%,EXCELLENT,7.922031402587891,104.98764038085938,0.041834279894828796
pump,id_00,00000872.wav,normal,60.06228497524657,60.1%,WARNING,23.86662483215332,321.1516418457031,0.11184155195951462
pump,id_00,00000902.wav,normal,97.1350706537695,97.1%,EXCELLENT,12.7941312789917,180.84442138671875,0.09532187879085541
pump,id_00,00000996.wav,normal,97.22155037657313,97.2%,EXCELLENT,12.704166412353516,166.26760864257812,-0.14709137380123138
pump,id_00,00000715.wav,normal,98.704036588799,98.7%,EXCELLENT,10.598603248596191,144.7035675048828,0.0019545075483620167
pump,id_00,00000513.wav,normal,99.14048315959782,99.1%,EXCELLENT,9.554682731628418,130.72366333007812,-0.007175732869654894
pump,id_00,00001000.wav,normal,98.07349828760043,98.1%,EXCELLENT,11.663081169128418,164.763916015625,0.09738577157258987
pump,id_00,00000818.wav,normal,98.08781557416503,98.1%,EXCELLENT,11.64248275756836,154.12655639648438,-0.11342238634824753
pump,id_00,00000561.wav,normal,97.0611754003216,97.1%,EXCELLENT,12.869232177734375,174.32908630371094,-0.015478663146495819
pump,id_00,00000315.wav,normal,95.31240641982966,95.3%,EXCELLENT,14.308270454406738,186.80728149414062,-0.09820280224084854
pump,id_00,00000685.wav,normal,99.29608137820424,99.3%,EXCELLENT,9.066018104553223,125.47624969482422,0.004875835496932268
pump,id_00,00000411.wav,normal,96.78166663101263,96.8%,EXCELLENT,13.139843940734863,182.88919067382812,0.12918362021446228
pump,id_00,00000573.wav,normal,87.60668371012395,87.6%,GOOD,17.808696746826172,227.7076873779297,-0.1005106270313263
pump,id_00,00000959.wav,normal,94.93399770365123,94.9%,EXCELLENT,14.560133934020996,205.06590270996094,0.14667657017707825
pump,id_00,00000558.wav,normal,90.54227947194813,90.5%,EXCELLENT,16.749000549316406,230.38528442382812,0.0025519339833408594
pump,id_00,00000731.wav,normal,97.80900069757048,97.8%,EXCELLENT,12.0220308303833,164.763427734375,-0.015233682468533516
pump,id_00,00000480.wav,normal,99.79731627254014,99.8%,EXCELLENT,6.2495951652526855,77.4065170288086,0.1046396866440773
pump,id_00,00000690.wav,normal,92.26578193569995,92.3%,EXCELLENT,16.008438110351562,213.99313354492188,0.09946593642234802
pump,id_00,00000467.wav,normal,99.69280486375634,99.7%,EXCELLENT,7.1506524085998535,94.61026000976562,-0.029939889907836914
pump,id_00,00000717.wav,normal,52.0215386920295,52.0%,WARNING,25.240644454956055,346.4338073730469,0.14878259599208832
pump,id_00,00000641.wav,normal,97.38058578351493,97.4%,EXCELLENT,12.53244400024414,174.476806640625,-0.0053983572870492935
pump,id_00,00000124.wav,normal,97.97885900916754,98.0%,EXCELLENT,11.796060562133789,157.99520874023438,0.09258361905813217
pump,id_00,00000870.wav,normal,98.3591274962768,98.4%,EXCELLENT,11.224918365478516,146.95457458496094,0.10208579152822495
pump,id_00,00000234.wav,normal,99.18444961941472,99.2%,EXCELLENT,9.425061225891113,121.08662414550781,0.015030697919428349
pump,id_00,00000493.wav,normal,95.26137060029205,95.3%,EXCELLENT,14.343167304992676,183.5255126953125,-0.08233226090669632
pump,id_00,00000145.wav,normal,94.76096869183974,94.8%,EXCELLENT,14.67032527923584,201.10525512695312,-0.10043604671955109
pump,id_00,00000481.wav,normal,92.10218817258485,92.1%,EXCELLENT,16.083776473999023,211.3192138671875,-0.05837031453847885
pump,id_00,00000439.wav,normal,41.87881075037034,41.9%,CRITICAL,26.9605712890625,369.54083251953125,0.05063256248831749
pump,id_00,00000637.wav,normal,98.82011462058912,98.8%,EXCELLENT,10.355116844177246,142.7241668701172,-0.014875235967338085
pump,id_00,00000734.wav,normal,99.5027218891357,99.5%,EXCELLENT,8.242281913757324,107.39360046386719,-0.11026344448328018
pump,id_00,00000997.wav,normal,99.66671458184989,99.7%,EXCELLENT,7.331607818603516,99.93778228759766,-0.11356846988201141
pump,id_00,00000686.wav,normal,98.98593945649003,99.0%,EXCELLENT,9.968417167663574,128.6010284423828,0.09216451644897461
pump,id_00,00000535.wav,normal,98.47600091686155,98.5%,EXCELLENT,11.026571273803711,152.27935791015625,0.13750982284545898
pump,id_00,00000721.wav,normal,99.62266962395996,99.6%,EXCELLENT,7.610027313232422,101.69388580322266,0.10659024119377136
pump,id_00,00000050.wav,normal,94.63937107516014,94.6%,EXCELLENT,14.74604606628418,206.31838989257812,0.02599797025322914
pump,id_00,00000837.wav,normal,90.47618990968796,90.5%,EXCELLENT,16.77532196044922,223.92901611328125,-0.1205214112997055
pump,id_00,00000132.wav,normal,97.46024899949471,97.5%,EXCELLENT,12.443126678466797,167.29232788085938,0.10069200396537781
pump,id_00,00000784.wav,normal,96.56420193932438,96.6%,EXCELLENT,13.337263107299805,175.07644653320312,-0.08988144248723984
pump,id_00,00000229.wav,normal,99.19695017972829,99.2%,EXCELLENT,9.387086868286133,124.83135223388672,-0.06400936841964722
pump,id_00,00000589.wav,normal,97.45300774134962,97.5%,EXCELLENT,12.45134162902832,164.9291229248047,0.09427148103713989
pump,id_00,00000934.wav,normal,95.55059616073693,95.6%,EXCELLENT,14.141249656677246,192.11109924316406,0.14254489541053772
pump,id_00,00000955.wav,normal,99.18133776899492,99.2%,EXCELLENT,9.43443489074707,123.93070983886719,0.06287480145692825
pump,id_00,00000530.wav,normal,98.58757448949665,98.6%,EXCELLENT,10.824627876281738,142.47720336914062,-0.09702698886394501
pump,id_00,00000952.wav,normal,99.02356261542042,99.0%,EXCELLENT,9.873056411743164,135.933349609375,-0.08590977638959885
pump,id_00,00000490.wav,normal,98.70398499559117,98.7%,EXCELLENT,10.59870719909668,139.57244873046875,-0.07184973359107971
pump,id_00,00000577.wav,normal,87.64423582796665,87.6%,GOOD,17.79633903503418,249.56329345703125,-0.022437961772084236
pump,id_00,00000990.wav,normal,99.42945792293594,99.4%,EXCELLENT,8.564201354980469,115.1195068359375,0.04896162822842598
pump,id_00,00000864.wav,normal,97.94668465084693,97.9%,EXCELLENT,11.840066909790039,151.92276000976562,-0.09297313541173935
pump,id_00,00000264.wav,normal,97.69756352887296,97.7%,EXCELLENT,12.16236400604248,162.84255981445312,-0.00983483251184225
pump,id_00,00000537.wav,normal,62.900199530399384,62.9%,WARNING,23.36716079711914,310.44171142578125,0.04110800847411156
