machine_type,machine_id,filename,true_label,health_score,health_percentage,health_state,normalized_euclidean,normalized_manhattan,normalized_cosine
fan,id_00,00000764.wav,normal,95.0,95.0%,EXCELLENT,0.0,0.0,0.0
fan,id_02,00000417.wav,normal,95.0,95.0%,EXCELLENT,0.0,0.0,0.0
fan,id_04,00000903.wav,normal,95.0,95.0%,EXCELLENT,0.0,0.0,0.0
fan,id_06,00000792.wav,normal,95.0,95.0%,EXCELLENT,0.0,0.0,0.0
fan,id_00,00000000.wav,abnormal,95.0,95.0%,EXCELLENT,0.0,0.0,0.0
fan,id_02,00000000.wav,abnormal,95.0,95.0%,EXCELLENT,0.0,0.0,0.0
fan,id_04,00000000.wav,abnormal,95.0,95.0%,EXCELLENT,0.0,0.0,0.0
fan,id_06,00000000.wav,abnormal,95.0,95.0%,EXCELLENT,0.0,0.0,0.0
fan,id_00,00000269.wav,normal,99.2762368909146,99.3%,EXCELLENT,8.425636291503906,116.34165954589844,-0.060064975172281265
fan,id_00,00000551.wav,normal,98.7456843319253,98.7%,EXCELLENT,9.918597221374512,136.1663818359375,0.024514706805348396
fan,id_00,00000985.wav,normal,30.144711177060618,30.1%,CRITICAL,30.003908157348633,397.5225830078125,0.04082990437746048
fan,id_00,00000762.wav,normal,94.45516493019397,94.5%,EXCELLENT,14.618428230285645,196.21084594726562,0.009947717189788818
fan,id_00,00000252.wav,normal,97.14190293484721,97.1%,EXCELLENT,12.378044128417969,170.05105590820312,-0.024550778791308403
fan,id_00,00001003.wav,normal,96.42555973294182,96.4%,EXCELLENT,13.103584289550781,177.85272216796875,-0.05434706062078476
fan,id_00,00000271.wav,normal,99.21320095245466,99.2%,EXCELLENT,8.64586353302002,113.35437774658203,-0.06944196671247482
fan,id_00,00000146.wav,normal,82.8317396833936,82.8%,GOOD,19.323667526245117,260.72576904296875,-0.018696606159210205
fan,id_00,00000469.wav,normal,98.76518541113907,98.8%,EXCELLENT,9.874578475952148,132.23239135742188,0.08319676667451859
fan,id_00,00000658.wav,normal,98.74081465773273,98.7%,EXCELLENT,9.929496765136719,130.7269287109375,0.08287162333726883
fan,id_00,00000405.wav,normal,98.85741029046638,98.9%,EXCELLENT,9.657864570617676,135.43080139160156,0.08783653378486633
fan,id_00,00000511.wav,normal,97.06528970834529,97.1%,EXCELLENT,12.462404251098633,167.10763549804688,0.04878142476081848
fan,id_00,00000671.wav,normal,98.49334312385864,98.5%,EXCELLENT,10.440574645996094,142.61618041992188,0.05080897733569145
fan,id_00,00000217.wav,normal,99.61761880526488,99.6%,EXCELLENT,6.810294151306152,93.91219329833984,0.05538449436426163
fan,id_00,00000322.wav,normal,99.2586555618399,99.3%,EXCELLENT,8.488707542419434,114.68805694580078,0.05305340513586998
fan,id_00,00000735.wav,normal,98.63530993992492,98.6%,EXCELLENT,10.157126426696777,138.48138427734375,0.07937806844711304
fan,id_00,00000580.wav,normal,99.20245660256673,99.2%,EXCELLENT,8.681840896606445,116.30976104736328,0.057069048285484314
fan,id_00,00000216.wav,normal,92.88729719197332,92.9%,EXCELLENT,15.540552139282227,210.27743530273438,0.06543280184268951
fan,id_00,00000067.wav,normal,85.18708841844493,85.2%,GOOD,18.61818504333496,253.4593048095703,0.08129316568374634
fan,id_00,00000274.wav,normal,85.05883881038817,85.1%,GOOD,18.658430099487305,254.36151123046875,-0.041800327599048615
fan,id_00,00000410.wav,normal,98.56786765632134,98.6%,EXCELLENT,10.294795989990234,133.15725708007812,-0.02859250083565712
fan,id_00,00000323.wav,normal,95.28265779911405,95.3%,EXCELLENT,14.045588493347168,189.5321044921875,0.017116732895374298
fan,id_00,00000824.wav,normal,90.91484539405543,90.9%,EXCELLENT,16.500455856323242,227.11692810058594,0.021078990772366524
fan,id_00,00000993.wav,normal,91.49142758155793,91.5%,EXCELLENT,16.23760414123535,222.89694213867188,-0.06450928747653961
fan,id_00,00000841.wav,normal,98.39394882290127,98.4%,EXCELLENT,10.625648498535156,146.7911834716797,-0.05953346937894821
fan,id_00,00000234.wav,normal,98.76670744675992,98.8%,EXCELLENT,9.87111759185791,137.2752685546875,0.03397305682301521
fan,id_00,00000057.wav,normal,79.5134370624996,79.5%,GOOD,20.219911575317383,289.231689453125,-0.038448020815849304
fan,id_00,00000794.wav,normal,99.09413747609894,99.1%,EXCELLENT,9.02255916595459,128.96495056152344,0.05293477699160576
fan,id_00,00000786.wav,normal,63.375338525905576,63.4%,WARNING,23.73120880126953,318.5105285644531,0.06481435894966125
fan,id_00,00000863.wav,normal,99.1460799485113,99.1%,EXCELLENT,8.863914489746094,117.28306579589844,0.035267554223537445
