machine_type,machine_id,filename,true_label,health_score,health_percentage,health_state,normalized_euclidean,normalized_manhattan,normalized_cosine
slider,id_00,00000698.wav,normal,95.0,95.0%,EXCELLENT,0.0,0.0,0.0
slider,id_02,00000306.wav,normal,95.0,95.0%,EXCELLENT,0.0,0.0,0.0
slider,id_04,00000497.wav,normal,95.0,95.0%,EXCELLENT,0.0,0.0,0.0
slider,id_06,00000215.wav,normal,95.0,95.0%,EXCELLENT,0.0,0.0,0.0
slider,id_00,00000000.wav,abnormal,95.0,95.0%,EXCELLENT,0.0,0.0,0.0
slider,id_02,00000000.wav,abnormal,95.0,95.0%,EXCELLENT,0.0,0.0,0.0
slider,id_04,00000000.wav,abnormal,95.0,95.0%,EXCELLENT,0.0,0.0,0.0
slider,id_06,00000000.wav,abnormal,95.0,95.0%,EXCELLENT,0.0,0.0,0.0
slider,id_00,00000117.wav,normal,99.11597916567358,99.1%,EXCELLENT,10.606804847717285,145.4366912841797,-0.0358554907143116
slider,id_00,00000738.wav,normal,14.111303762397128,14.1%,CRITICAL,30.86785316467285,417.04559326171875,0.016821568831801414
slider,id_00,00000923.wav,normal,99.44018301235766,99.4%,EXCELLENT,9.641427040100098,128.9789581298828,-0.005312406457960606
slider,id_00,00000011.wav,normal,98.63442931315937,98.6%,EXCELLENT,11.577703475952148,155.83743286132812,0.05463829264044762
slider,id_00,00000929.wav,normal,89.65616842691826,89.7%,GOOD,17.130414962768555,232.20700073242188,0.0801459476351738
slider,id_00,00000566.wav,normal,95.68909266069738,95.7%,EXCELLENT,14.465283393859863,198.068115234375,0.06346863508224487
slider,id_00,00000257.wav,normal,99.86085331520495,99.9%,EXCELLENT,6.971909046173096,90.38612365722656,-0.06919439136981964
slider,id_00,00001032.wav,normal,99.23080626504012,99.2%,EXCELLENT,10.307260513305664,138.77584838867188,0.084922194480896
slider,id_00,00000479.wav,normal,98.43450761281368,98.4%,EXCELLENT,11.894618034362793,158.67413330078125,-0.03174932301044464
slider,id_00,00000921.wav,normal,95.7670029261611,95.8%,EXCELLENT,14.414907455444336,197.75048828125,0.02249709703028202
slider,id_00,00000390.wav,normal,76.58733346458763,76.6%,GOOD,20.28558349609375,277.770263671875,0.03408755362033844
slider,id_00,00000394.wav,normal,92.78132094991687,92.8%,EXCELLENT,15.96975326538086,226.24362182617188,0.03505505993962288
slider,id_00,00001058.wav,normal,99.74709992841576,99.7%,EXCELLENT,8.07343578338623,106.65469360351562,0.022963736206293106
slider,id_00,00000610.wav,normal,65.43594976498456,65.4%,WARNING,22.214420318603516,315.23974609375,0.02227081172168255
slider,id_00,00000432.wav,normal,96.79256009369803,96.8%,EXCELLENT,13.6692533493042,180.91287231445312,-0.021434448659420013
slider,id_00,00001043.wav,normal,98.67830660765435,98.7%,EXCELLENT,11.502833366394043,155.93634033203125,-0.04898914322257042
slider,id_00,00000811.wav,normal,0.2889772450230931,0.3%,CRITICAL,40.76866912841797,560.5811767578125,-0.03808608278632164
slider,id_00,00000163.wav,normal,51.18412855614978,51.2%,WARNING,24.373775482177734,336.7536926269531,-0.07132168859243393
slider,id_00,00000642.wav,normal,57.354633097663886,57.4%,WARNING,23.458600997924805,331.1050720214844,0.03302168846130371
slider,id_00,00000156.wav,normal,99.32717665998616,99.3%,EXCELLENT,10.023754119873047,136.91351318359375,-0.002036002930253744
slider,id_00,00000112.wav,normal,98.29358677809108,98.3%,EXCELLENT,12.0977201461792,161.0947265625,0.07636535912752151
slider,id_00,00000881.wav,normal,95.26279623689109,95.3%,EXCELLENT,14.728609085083008,201.72389221191406,0.019712816923856735
slider,id_00,00000048.wav,normal,96.3220511553569,96.3%,EXCELLENT,14.032430648803711,186.68141174316406,-0.018432382494211197
slider,id_00,00000773.wav,normal,51.61522596034143,51.6%,WARNING,24.310230255126953,322.96112060546875,0.014410567469894886
slider,id_00,00000093.wav,normal,99.19707910166088,99.2%,EXCELLENT,10.399107933044434,138.91738891601562,-0.026229875162243843
slider,id_00,00000505.wav,normal,91.91101679408038,91.9%,EXCELLENT,16.3258056640625,219.6237030029297,-0.08617493510246277
slider,id_00,00000521.wav,normal,47.8397554903926,47.8%,CRITICAL,24.866622924804688,334.1326904296875,0.00484107993543148
slider,id_00,00000141.wav,normal,97.39325127601377,97.4%,EXCELLENT,13.135200500488281,178.48828125,-0.04396893456578255
slider,id_00,00000980.wav,normal,93.42321242455695,93.4%,EXCELLENT,15.685445785522461,213.13133239746094,0.07196594029664993
slider,id_00,00000370.wav,normal,98.32115401662416,98.3%,EXCELLENT,12.059148788452148,160.55422973632812,0.04524248465895653
slider,id_00,00000408.wav,normal,89.84679365554354,89.8%,GOOD,17.067710876464844,230.02511596679688,-0.003195540513843298
slider,id_00,00000597.wav,normal,84.00606457936945,84.0%,GOOD,18.70244598388672,248.82154846191406,-0.0857584998011589
slider,id_00,00001048.wav,normal,75.59172221857395,75.6%,GOOD,20.474199295043945,281.164306640625,0.0699068233370781
slider,id_00,00000438.wav,normal,99.72726330355873,99.7%,EXCELLENT,8.217069625854492,108.7879638671875,-0.020357074216008186
slider,id_00,00000598.wav,normal,98.5077121511455,98.5%,EXCELLENT,11.782845497131348,162.17001342773438,0.01406997349113226
slider,id_00,00000764.wav,normal,85.90761109600071,85.9%,GOOD,18.223651885986328,239.53009033203125,0.024885443970561028
slider,id_00,00000269.wav,normal,98.42364723265295,98.4%,EXCELLENT,11.910816192626953,160.58889770507812,0.04113920405507088
slider,id_00,00000551.wav,normal,88.32540399714317,88.3%,GOOD,17.546432495117188,233.48306274414062,0.02230394445359707
slider,id_00,00000574.wav,normal,56.776975441969824,56.8%,WARNING,23.54505729675293,320.8470764160156,-0.006964222993701696
slider,id_00,00000762.wav,normal,96.38416218234276,96.4%,EXCELLENT,13.98675537109375,190.50689697265625,0.028365997597575188
slider,id_00,00000252.wav,normal,99.72036013389027,99.7%,EXCELLENT,8.264846801757812,107.12962341308594,-0.09371661394834518
slider,id_00,00001023.wav,normal,99.91464503134412,99.9%,EXCELLENT,6.11265230178833,79.37984466552734,0.0083851870149374
slider,id_00,00000271.wav,normal,17.446961445491805,17.4%,CRITICAL,30.052825927734375,406.894287109375,0.05000680685043335
slider,id_00,00000146.wav,normal,91.64189181270064,91.6%,EXCELLENT,16.430009841918945,214.54122924804688,0.010182943195104599
slider,id_00,00000469.wav,normal,99.94283376676867,99.9%,EXCELLENT,5.432723045349121,66.49446105957031,-0.0045538353733718395
slider,id_00,00000658.wav,normal,99.30721013850578,99.3%,EXCELLENT,10.085309982299805,134.44837951660156,0.04974042996764183
slider,id_00,00000936.wav,normal,98.8134353230085,98.8%,EXCELLENT,11.257918357849121,149.0595245361328,0.030996408313512802
slider,id_00,00000905.wav,normal,95.00818876496777,95.0%,EXCELLENT,14.876933097839355,201.77923583984375,-0.018515542149543762
slider,id_00,00000405.wav,normal,92.67114909098937,92.7%,EXCELLENT,16.016576766967773,221.15896606445312,0.0034916733857244253
slider,id_00,00000511.wav,normal,98.14196008365134,98.1%,EXCELLENT,12.300825119018555,166.54356384277344,-0.07294638454914093
slider,id_00,00000671.wav,normal,98.67205492623144,98.7%,EXCELLENT,11.513630867004395,165.59564208984375,0.056016705930233
slider,id_00,00000217.wav,normal,97.12236636358061,97.1%,EXCELLENT,13.387482643127441,175.82203674316406,-0.09207597374916077
slider,id_00,00000322.wav,normal,97.9995322573977,98.0%,EXCELLENT,12.479134559631348,165.09124755859375,0.0024392218329012394
