machine_type,machine_id,filename,true_label,health_score,health_percentage,health_state,normalized_euclidean,normalized_manhattan,normalized_cosine
slider,id_00,00000424.wav,normal,99.9233389568735,99.9%,EXCELLENT,7.151240825653076,97.11308288574219,-0.016103005036711693
slider,id_00,00000995.wav,normal,89.99653075933382,90.0%,GOOD,17.022205352783203,229.79739379882812,0.040104661136865616
slider,id_00,00000575.wav,normal,99.22178884563306,99.2%,EXCELLENT,11.071154594421387,149.10824584960938,-0.02918558195233345
slider,id_00,00000768.wav,normal,93.76890734375667,93.8%,EXCELLENT,15.691899299621582,202.67787170410156,-0.027112508192658424
slider,id_00,00000033.wav,normal,99.45146137911519,99.5%,EXCELLENT,10.419087409973145,135.47860717773438,0.01750338450074196
slider,id_00,00000483.wav,normal,99.86212151604957,99.9%,EXCELLENT,8.06551742553711,105.27754211425781,0.038974545896053314
slider,id_00,00000997.wav,normal,99.02728843832831,99.0%,EXCELLENT,11.501500129699707,151.54856872558594,-0.025472523644566536
slider,id_00,00000330.wav,normal,98.79675677952413,98.8%,EXCELLENT,11.923226356506348,163.8743133544922,-0.013242952525615692
slider,id_00,00000029.wav,normal,97.42677954762935,97.4%,EXCELLENT,13.537055969238281,178.27825927734375,0.047224611043930054
slider,id_00,00000413.wav,normal,95.94881676067533,95.9%,EXCELLENT,14.597979545593262,190.484375,-0.010034997947514057
slider,id_00,00000650.wav,normal,97.09289325935544,97.1%,EXCELLENT,13.814107894897461,190.391357421875,-0.04023009538650513
slider,id_00,00000710.wav,normal,99.8048385018772,99.8%,EXCELLENT,8.628734588623047,113.2610092163086,0.017636816948652267
slider,id_00,00000559.wav,normal,33.30682313440876,33.3%,CRITICAL,25.982133865356445,341.9886169433594,0.05539298057556152
slider,id_00,00000990.wav,normal,79.32183658331908,79.3%,GOOD,19.447956085205078,253.91310119628906,-0.021321741864085197
slider,id_00,00000386.wav,normal,94.93868490725006,94.9%,EXCELLENT,15.151640892028809,211.4794921875,-0.019393982365727425
slider,id_00,00001066.wav,normal,99.54708529427214,99.5%,EXCELLENT,10.072693824768066,138.76950073242188,-0.02476145513355732
slider,id_00,00000814.wav,normal,98.00353052396696,98.0%,EXCELLENT,12.97789192199707,177.6953125,0.0008528936305083334
slider,id_00,00000008.wav,normal,91.78954556264,91.8%,EXCELLENT,16.44835090637207,228.66519165039062,0.0052529312670230865
slider,id_00,00000919.wav,normal,66.2813856946658,66.3%,WARNING,21.527246475219727,287.8232421875,-0.009323956444859505
slider,id_00,00000443.wav,normal,99.03514516846941,99.0%,EXCELLENT,11.48564624786377,152.8065185546875,-0.03715037927031517
slider,id_00,00001001.wav,normal,57.793849177692245,57.8%,WARNING,22.69657325744629,313.576416015625,0.020326966419816017
